Unnamed: 0,CPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
1738,Intel Core i7-2760QM,CPU,2011-09-04,32.0,45.0,216.0,1160.0,2400.0,Intel,Intel,,,
1739,Intel Core i7-920,CPU,2008-11-17,45.0,130.0,263.0,731.0,2666.0,Intel,Intel,,,
1740,Intel Celeron E3200,CPU,2009-08-30,45.0,65.0,82.0,228.0,2400.0,Intel,Intel,,,
1741,Intel Core i5-9500F,CPU,2019-04-23,14.0,65.0,,,3000.0,Intel,Intel,,,
1742,Intel Xeon MP 7041 Dual-Core,CPU,2005-12-01,90.0,135.0,213.0,200.0,3000.0,Intel,Intel,,,
1743,Intel Xeon E3-1225,CPU,2011-04-03,32.0,95.0,216.0,1160.0,3100.0,Intel,Intel,,,
1744,Intel Core Solo T1300,CPU,2006-01-05,65.0,27.0,90.0,151.0,1660.0,Intel,Intel,,,
1745,Intel Core i5-3470T,CPU,2012-06-01,22.0,35.0,6.0,,2900.0,Intel,Intel,,,
1746,Intel Pentium 4 HT 530,CPU,2004-06-21,90.0,84.0,109.0,125.0,3000.0,Intel,Intel,,,
1747,Intel Pentium 4 HT 650,CPU,2005-02-20,90.0,84.0,109.0,169.0,3400.0,Intel,Intel,,,
1748,Intel Xeon W3565,CPU,2009-11-01,45.0,130.0,263.0,731.0,3200.0,Intel,Intel,,,
1749,Intel Pentium E6300,CPU,2009-05-09,45.0,65.0,82.0,228.0,2800.0,Intel,Intel,,,
1750,Intel Core i3-10105T,CPU,2021-03-16,14.0,35.0,,,3000.0,Intel,Intel,,,
1751,AMD Athlon XP 1900+,CPU,2001-01-01,130.0,53.0,80.0,37.0,1600.0,Unknown,AMD,,,
1752,AMD A4-1200,CPU,2013-05-23,32.0,4.0,246.0,1178.0,1000.0,Unknown,AMD,,,
1753,Intel Xeon 2.4,CPU,2002-04-23,130.0,89.0,217.0,55.0,2394.0,Intel,Intel,,,
1754,AMD Opteron 242,CPU,2003-08-05,130.0,82.0,193.0,106.0,1600.0,Unknown,AMD,,,
1755,Intel Celeron D 335,CPU,2004-06-24,90.0,84.0,109.0,125.0,2800.0,Intel,Intel,,,
1756,Intel Xeon E3-1280 v2,CPU,2012-05-14,22.0,69.0,160.0,1400.0,3600.0,Intel,Intel,,,
1757,Intel Core i7-2860QM,CPU,2011-09-04,32.0,45.0,216.0,1160.0,2500.0,Intel,Intel,,,
1758,Intel Xeon E5-2687W v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,3400.0,Intel,Intel,,,
1759,Intel Core i7-10870H,CPU,2020-09-17,14.0,45.0,,,2200.0,Intel,Intel,,,
1760,AMD Athlon 220GE,CPU,2018-12-21,14.0,35.0,192.0,4800.0,3400.0,Unknown,AMD,,,
1761,Intel Atom Z610,CPU,2010-05-04,45.0,1.0,65.0,140.0,800.0,Intel,Intel,,,
1762,Intel Celeron 847,CPU,2011-06-19,32.0,17.0,131.0,504.0,1100.0,Intel,Intel,,,
1763,Intel Xeon X5680,CPU,2010-02-14,32.0,130.0,239.0,1170.0,3333.0,Intel,Intel,,,
1764,Intel Celeron D 352,CPU,2006-05-28,65.0,84.0,109.0,125.0,3200.0,Intel,Intel,,,
1765,Intel Core M-5Y51,CPU,2014-10-27,14.0,5.0,50.0,,1100.0,Intel,Intel,,,
1766,Intel Celeron 450,CPU,2008-08-31,65.0,35.0,77.0,105.0,2200.0,Intel,Intel,,,
1767,AMD EPYC 7443,CPU,2021-03-15,7.0,200.0,,,2850.0,TSMC,AMD,,,
1768,AMD Athlon XP 3000+,CPU,2001-01-01,130.0,68.0,101.0,63.0,2167.0,Unknown,AMD,,,
1769,Intel Core i5-8400T,CPU,2018-04-02,14.0,35.0,,,1700.0,Intel,Intel,,,
1770,Intel Celeron N2830,CPU,2014-02-23,22.0,7.0,,,2160.0,Intel,Intel,,,
1771,AMD Opteron 3320 EE,CPU,2012-12-04,32.0,25.0,315.0,1200.0,1900.0,Unknown,AMD,,,
1772,AMD C-30,CPU,2011-01-04,40.0,9.0,75.0,,1200.0,Unknown,AMD,,,
1773,AMD Ryzen 7 4800HS,CPU,2020-01-06,7.0,35.0,156.0,9800.0,2900.0,TSMC,AMD,,,
1774,AMD Turion 64 ML-44,CPU,2006-01-04,90.0,35.0,125.0,114.0,2400.0,Unknown,AMD,,,
1775,Intel Celeron B710,CPU,2011-06-19,32.0,35.0,131.0,504.0,1600.0,Intel,Intel,,,
1776,Intel Core i5-10400F,CPU,2020-04-30,14.0,65.0,,,2900.0,Intel,Intel,,,
1777,AMD Opteron X2 880,CPU,2005-09-26,90.0,95.0,,233.0,2400.0,Unknown,AMD,,,
1778,Intel Core i7-4950HQ,CPU,2013-06-07,22.0,47.0,264.0,1400.0,2400.0,Intel,Intel,,,
1779,Intel Core i3-1120G4,CPU,2020-09-02,10.0,15.0,,,1100.0,Intel,Intel,,,
1780,Intel Pentium SU2700,CPU,2009-06-02,45.0,10.0,107.0,410.0,1300.0,Intel,Intel,,,
1781,Intel Pentium D 820,CPU,2005-05-26,90.0,130.0,206.0,169.0,2800.0,Intel,Intel,,,
1782,Intel Atom E640T,CPU,2010-09-14,45.0,3.0,26.0,47.0,1000.0,Intel,Intel,,,
1783,Intel Xeon 5160,CPU,2006-06-26,65.0,80.0,,,3000.0,Intel,Intel,,,
1784,AMD Opteron 848 HE,CPU,2005-03-01,90.0,55.0,,106.0,2200.0,Unknown,AMD,,,
1785,Intel Core i3-2312M,CPU,2011-09-01,32.0,35.0,149.0,624.0,2100.0,Intel,Intel,,,
1786,AMD Opteron 152,CPU,2005-08-02,90.0,104.0,,106.0,2600.0,Unknown,AMD,,,
1787,AMD Athlon XP 2000+,CPU,2002-06-10,130.0,60.0,80.0,37.0,1667.0,Unknown,AMD,,,
1788,AMD Opteron X2170,CPU,2016-09-01,28.0,25.0,,,2400.0,Unknown,AMD,,,
1789,AMD Opteron X2 860 HE,CPU,2005-08-01,90.0,55.0,,233.0,1600.0,Unknown,AMD,,,
1790,AMD Phenom II X2 560 BE,CPU,2010-09-21,45.0,80.0,258.0,758.0,3300.0,Unknown,AMD,,,
1791,Intel Pentium P6000,CPU,2010-06-20,32.0,35.0,81.0,384.0,1877.0,Intel,Intel,,,
1792,Intel Atom 330,CPU,2008-06-03,45.0,8.0,96.0,47.0,1600.0,Intel,Intel,,,
1793,Intel Pentium 4 505,CPU,2004-12-01,90.0,84.0,109.0,125.0,2660.0,Intel,Intel,,,
1794,Intel Celeron N2940,CPU,2014-05-22,22.0,7.0,,,1830.0,Intel,Intel,,,
1795,Intel Pentium 2020M,CPU,2012-09-01,22.0,35.0,118.0,1400.0,2400.0,Intel,Intel,,,
1796,AMD FX-6300,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3500.0,Unknown,AMD,,,
1797,AMD Athlon II X2 280,CPU,2013-02-06,45.0,65.0,117.0,410.0,3600.0,Unknown,AMD,,,
1798,AMD Opteron 6366 HE,CPU,2012-11-05,32.0,85.0,315.0,2400.0,1800.0,Unknown,AMD,,,
1799,Intel Pentium III 1133,CPU,2001-07-01,130.0,29.0,80.0,44.0,1133.0,Intel,Intel,,,
1800,Intel Pentium D 920,CPU,2006-01-16,65.0,130.0,140.0,376.0,2800.0,Intel,Intel,,,
1801,Intel Pentium 4 HT EE 3.73,CPU,2005-02-21,90.0,115.0,109.0,169.0,3733.0,Intel,Intel,,,
1802,Intel Atom Z615,CPU,2010-05-04,45.0,2.0,65.0,140.0,1600.0,Intel,Intel,,,
1803,AMD Opteron A1120,CPU,2016-01-14,28.0,25.0,,,1700.0,Unknown,AMD,,,
1804,AMD Athlon 64 3200+,CPU,2007-02-20,65.0,45.0,77.0,122.0,2000.0,Unknown,AMD,,,
1805,Intel Xeon Platinum 8268,CPU,2018-12-11,14.0,205.0,,8000.0,2900.0,Intel,Intel,,,
1806,Intel Core i5-5350U,CPU,2015-03-01,14.0,15.0,,,1800.0,Intel,Intel,,,
1807,Intel Xeon Gold 5318H,CPU,2021-04-06,14.0,150.0,,,2500.0,Intel,Intel,,,
1808,Intel Xeon E5530,CPU,2009-03-30,45.0,80.0,263.0,731.0,2400.0,Intel,Intel,,,
1809,Intel Core 2 Extreme QX9770,CPU,2008-03-24,45.0,136.0,107.0,820.0,3200.0,Intel,Intel,,,
1810,AMD Opteron 840 EE,CPU,2004-05-18,130.0,30.0,193.0,106.0,1400.0,Unknown,AMD,,,
1811,Intel Atom E660T,CPU,2010-09-14,45.0,3.0,26.0,47.0,1300.0,Intel,Intel,,,
1812,AMD A8-3520M,CPU,2011-12-20,32.0,35.0,228.0,1178.0,1600.0,Unknown,AMD,,,
1813,Intel Core i5-8259U,CPU,2018-04-05,14.0,28.0,123.0,,2300.0,Intel,Intel,,,
1814,AMD Athlon X2 QL-64,CPU,2008-12-01,65.0,35.0,,,2100.0,Unknown,AMD,,,
1815,Intel Core i7-620M,CPU,2010-01-07,32.0,35.0,81.0,384.0,2677.0,Intel,Intel,,,
1816,AMD Athlon 64 X2 5600+,CPU,2008-02-01,65.0,65.0,126.0,154.0,2900.0,Unknown,AMD,,,
1817,Intel Core i9-11900,CPU,2021-03-16,14.0,65.0,,,2500.0,Intel,Intel,,,
1818,AMD Sempron 2800+,CPU,2001-01-01,130.0,62.0,101.0,63.0,2000.0,Unknown,AMD,,,
1819,Intel Core i5-3365M,CPU,2012-11-01,22.0,35.0,160.0,,2800.0,Intel,Intel,,,
1820,AMD Phenom II X3 720 BE,CPU,2009-02-09,45.0,95.0,258.0,758.0,2800.0,Unknown,AMD,,,
1821,AMD EPYC 7252,CPU,2019-08-07,7.0,120.0,74.0,3800.0,2800.0,TSMC,AMD,,,
1822,AMD Athlon X2 BE-2300,CPU,2007-10-08,65.0,45.0,126.0,154.0,1900.0,Unknown,AMD,,,
1823,Intel Core i7-4771,CPU,2013-09-01,22.0,84.0,177.0,1400.0,3500.0,Intel,Intel,,,
1824,Intel Pentium D 955 EE,CPU,2006-01-16,65.0,130.0,140.0,376.0,3460.0,Intel,Intel,,,
1825,Intel Core i7-4712HQ,CPU,2014-04-01,22.0,37.0,264.0,1400.0,2300.0,Intel,Intel,,,
1826,AMD Sempron 3000+,CPU,2005-02-15,130.0,62.0,144.0,69.0,1800.0,Unknown,AMD,,,
1827,Intel Xeon 3.0,CPU,2005-02-14,90.0,135.0,169.0,178.0,3000.0,Intel,Intel,,,
1828,Intel Core i5-2430M,CPU,2011-10-01,32.0,35.0,149.0,624.0,2400.0,Intel,Intel,,,
1829,Intel Xeon Gold 5320H,CPU,2021-04-06,14.0,150.0,,,2400.0,Intel,Intel,,,
1830,AMD Athlon 64 X2 5400+,CPU,2008-01-01,65.0,65.0,126.0,154.0,2800.0,Unknown,AMD,,,
1831,AMD A6-4400M,CPU,2012-05-15,32.0,35.0,246.0,1178.0,2700.0,Unknown,AMD,,,
1832,AMD Ryzen 5 4600G,CPU,2020-07-21,7.0,65.0,,,3700.0,TSMC,AMD,,,
1833,Intel Xeon Gold 6354,CPU,2021-04-06,10.0,205.0,,,3000.0,Intel,Intel,,,
1834,AMD Ryzen 7 PRO 2700U,CPU,2017-10-26,14.0,15.0,246.0,,2200.0,GF,AMD,,,
1835,Intel Xeon Platinum 8380HL,CPU,2021-04-06,14.0,250.0,,,2900.0,Intel,Intel,,,
1836,AMD Athlon 64 X2 5000+ BE,CPU,2007-09-25,65.0,65.0,126.0,154.0,2600.0,Unknown,AMD,,,
1837,AMD E1-2500,CPU,2013-05-23,32.0,15.0,246.0,1178.0,1400.0,Unknown,AMD,,,
1838,AMD Opteron X2 890,CPU,2006-03-06,90.0,95.0,,233.0,2800.0,Unknown,AMD,,,
1839,Intel Core i3-2330M,CPU,2011-06-01,32.0,35.0,149.0,624.0,2200.0,Intel,Intel,,,
1840,Intel Core 2 Duo E6850,CPU,2007-07-01,65.0,75.0,143.0,291.0,3000.0,Intel,Intel,,,
1841,AMD A8-3870K,CPU,2011-12-20,32.0,100.0,228.0,1178.0,3000.0,Unknown,AMD,,,
1842,AMD Sempron 2800+,CPU,2004-07-28,130.0,62.0,80.0,37.0,1992.0,Unknown,AMD,,,
1843,Intel Core i7-8670,CPU,2018-01-01,14.0,65.0,,,3100.0,Intel,Intel,,,
1844,AMD Ryzen 5 1600X,CPU,2017-04-11,14.0,95.0,192.0,4800.0,3600.0,GF,AMD,,,
1845,Intel Pentium 4 HT 515,CPU,2001-01-01,90.0,84.0,109.0,125.0,2933.0,Intel,Intel,,,
1846,Intel Pentium Gold G5600,CPU,2018-04-02,14.0,51.0,,,3900.0,Intel,Intel,,,
1847,Intel Aubrey Isle,CPU,2010-05-31,45.0,300.0,684.0,2300.0,1200.0,Intel,Intel,,,
1848,AMD Athlon 64 2000+,CPU,2008-06-01,65.0,8.0,77.0,122.0,1000.0,Unknown,AMD,,,
1849,Intel Core i5-580M,CPU,2010-09-26,32.0,35.0,81.0,382.0,2667.0,Intel,Intel,,,
1850,AMD Athlon 64 3200+,CPU,2004-04-27,130.0,89.0,144.0,69.0,2200.0,Unknown,AMD,,,
1851,Intel Core i3-6320,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3900.0,Intel,Intel,,,
1852,Intel Core 2 Duo T7700,CPU,2007-05-27,65.0,35.0,143.0,293.0,2400.0,Intel,Intel,,,
1853,AMD A8-3820,CPU,2011-12-20,32.0,65.0,228.0,1178.0,2500.0,Unknown,AMD,,,
1854,Intel Core 2 Duo T7200,CPU,2006-07-27,65.0,35.0,143.0,293.0,2000.0,Intel,Intel,,,
1855,Intel Core i3-1110G4,CPU,2020-09-02,10.0,15.0,,,1800.0,Intel,Intel,,,
1856,Intel Mobile Pentium 4 3.06,CPU,2003-06-11,130.0,70.0,131.0,55.0,3067.0,Intel,Intel,,,
1857,AMD Ryzen 7 4800H,CPU,2020-01-06,7.0,54.0,156.0,9800.0,2900.0,TSMC,AMD,,,
1858,AMD Ryzen 5 2500X,CPU,2018-10-01,12.0,65.0,192.0,4800.0,3600.0,GF,AMD,,,
1859,Intel Pentium 4 2.2,CPU,2002-01-07,130.0,92.0,146.0,55.0,2200.0,Intel,Intel,,,
1860,Intel Celeron E1500,CPU,2008-11-30,65.0,65.0,77.0,105.0,2200.0,Intel,Intel,,,
1861,Intel Pentium G620,CPU,2011-05-22,32.0,65.0,131.0,504.0,2600.0,Intel,Intel,,,
1862,AMD Phenom X4 9850B,CPU,2008-08-15,65.0,95.0,285.0,450.0,2500.0,Unknown,AMD,,,
1863,Intel Pentium 4 2.0,CPU,2001-08-27,180.0,72.0,217.0,42.0,2000.0,Intel,Intel,,,
1864,Intel Core i7-9800X,CPU,2018-10-19,14.0,165.0,,,3800.0,Intel,Intel,,,
1865,AMD Athlon 64 X2 4400+,CPU,2006-12-05,65.0,65.0,126.0,154.0,2300.0,Unknown,AMD,,,
1866,Intel Celeron E1600,CPU,2009-05-31,65.0,65.0,77.0,105.0,2400.0,Intel,Intel,,,
1867,AMD Phenom X3 8650,CPU,2008-04-23,65.0,95.0,285.0,450.0,2300.0,Unknown,AMD,,,
1868,AMD Opteron 246,CPU,2003-08-05,130.0,89.0,193.0,106.0,2000.0,Unknown,AMD,,,
1869,AMD Athlon Silver 3050GE,CPU,2020-07-21,12.0,35.0,,,3400.0,GF,AMD,,,
1870,Intel Pentium Gold G5400,CPU,2018-04-02,14.0,51.0,,,3700.0,Intel,Intel,,,
1871,Intel Core i5-10400H,CPU,2020-04-02,14.0,45.0,,,2600.0,Intel,Intel,,,
1872,AMD Athlon II X4 645,CPU,2010-09-21,45.0,95.0,169.0,300.0,3100.0,Unknown,AMD,,,
1873,Intel Xeon MP 3.33,CPU,2005-03-29,90.0,135.0,,,3334.0,Intel,Intel,,,
1874,AMD A10-5750M,CPU,2013-06-01,32.0,35.0,246.0,1178.0,2500.0,Unknown,AMD,,,
1875,Intel Core 2 Quad Q9100,CPU,2008-08-01,45.0,45.0,107.0,,2267.0,Intel,Intel,,,
1876,Intel Xeon X5672,CPU,2011-02-14,32.0,95.0,239.0,1170.0,3200.0,Intel,Intel,,,
1877,Intel Atom Z510P,CPU,2009-03-02,45.0,2.0,26.0,47.0,1100.0,Intel,Intel,,,
1878,AMD EPYC 7713P,CPU,2021-03-15,7.0,225.0,,,2000.0,TSMC,AMD,,,
1879,AMD EPYC 7351P,CPU,2017-06-29,14.0,170.0,213.0,4800.0,2400.0,GF,AMD,,,
1880,Intel Core i7-3740QM,CPU,2012-09-03,22.0,45.0,160.0,1400.0,2700.0,Intel,Intel,,,
1881,AMD Sempron 3300+,CPU,2001-01-01,130.0,62.0,101.0,63.0,2200.0,Unknown,AMD,,,
1882,AMD Athlon XP 1500+,CPU,2001-10-09,180.0,60.0,150.0,63.0,1333.0,Unknown,AMD,,,
1883,Intel Core i5-3610ME,CPU,2012-06-01,22.0,35.0,118.0,,2700.0,Intel,Intel,,,
1884,Intel Celeron G1820T,CPU,2013-12-01,22.0,54.0,177.0,1400.0,2400.0,Intel,Intel,,,
1885,Intel Xeon Phi 3120P,CPU,2013-06-17,22.0,300.0,350.0,5000.0,1100.0,Intel,Intel,,,
1886,AMD Sempron X2 2300,CPU,2008-03-01,65.0,65.0,118.0,221.0,2200.0,Unknown,AMD,,,
1887,AMD Opteron X2 865,CPU,2005-09-26,90.0,95.0,,233.0,1800.0,Unknown,AMD,,,
1888,Intel Xeon E3-1220,CPU,2011-04-03,32.0,80.0,216.0,1160.0,3100.0,Intel,Intel,,,
1889,AMD A8-5500,CPU,2012-10-02,32.0,65.0,246.0,1178.0,3200.0,Unknown,AMD,,,
1890,AMD Phenom II X3 720,CPU,2010-01-01,45.0,95.0,258.0,758.0,2800.0,Unknown,AMD,,,
1891,Intel Xeon W3520,CPU,2009-03-30,45.0,130.0,263.0,731.0,2666.0,Intel,Intel,,,
1892,Intel Core i7-4820K,CPU,2013-09-01,22.0,130.0,257.0,1860.0,3700.0,Intel,Intel,,,
1893,Intel Core M-5Y10c,CPU,2014-10-27,14.0,5.0,50.0,,800.0,Intel,Intel,,,
1894,Intel Xeon E5503,CPU,2010-03-16,45.0,80.0,263.0,731.0,2000.0,Intel,Intel,,,
1895,AMD EPYC 7453,CPU,2021-03-15,7.0,225.0,,,2750.0,TSMC,AMD,,,
1896,AMD Ryzen Threadripper PRO 3975WX,CPU,2020-07-14,7.0,280.0,74.0,3800.0,3500.0,TSMC,AMD,,,
1897,AMD Ryzen Threadripper PRO 3945WX,CPU,2020-07-14,7.0,280.0,74.0,3800.0,4000.0,TSMC,AMD,,,
1898,Intel Xeon Gold 6330H,CPU,2021-04-06,14.0,150.0,,,2000.0,Intel,Intel,,,
1899,Intel Core i5-5257U,CPU,2015-03-01,14.0,28.0,,,2700.0,Intel,Intel,,,
1900,Intel Core i7-7700T,CPU,2017-01-03,14.0,35.0,,,2900.0,Intel,Intel,,,
1901,Intel Core i3-7320T,CPU,2017-07-17,14.0,35.0,,,3600.0,Intel,Intel,,,
1902,Intel Celeron G3930,CPU,2017-01-03,14.0,51.0,,,2900.0,Intel,Intel,,,
1903,AMD Athlon 64 X2 6400+ BE,CPU,2007-08-20,90.0,125.0,230.0,227.0,3200.0,Unknown,AMD,,,
1904,Intel Core i3-9320,CPU,2019-04-23,14.0,62.0,,,3700.0,Intel,Intel,,,
1905,Intel Core 2 Extreme QX6850,CPU,2007-07-15,65.0,130.0,143.0,582.0,3000.0,Intel,Intel,,,
1906,Intel Core 2 Duo E8200,CPU,2008-01-01,45.0,65.0,107.0,410.0,2667.0,Intel,Intel,,,
1907,Intel Xeon Platinum 8260M,CPU,2018-12-11,14.0,165.0,,8000.0,2400.0,Intel,Intel,,,
1908,AMD Opteron 844,CPU,2004-05-18,130.0,82.0,193.0,106.0,1800.0,Unknown,AMD,,,
1909,AMD Athlon 64 LE-1600,CPU,2007-10-08,90.0,45.0,230.0,227.0,2200.0,Unknown,AMD,,,
1910,AMD Athlon 64 3400+,CPU,2004-04-27,130.0,89.0,144.0,69.0,2200.0,Unknown,AMD,,,
1911,Intel Core i5-760,CPU,2010-07-18,45.0,95.0,296.0,774.0,2800.0,Intel,Intel,,,
1912,AMD Ryzen 7 PRO 2700X,CPU,2018-09-19,12.0,95.0,192.0,4800.0,3600.0,GF,AMD,,,
1913,AMD A6-4455M,CPU,2012-05-15,32.0,17.0,246.0,1178.0,2100.0,Unknown,AMD,,,
1914,Intel Pentium 4 1.3,CPU,2001-01-03,180.0,52.0,217.0,42.0,1300.0,Intel,Intel,,,
1915,AMD EPYC 75F3,CPU,2021-03-15,7.0,280.0,,,2950.0,TSMC,AMD,,,
1916,AMD EPYC 7343,CPU,2021-03-15,7.0,190.0,,,3200.0,TSMC,AMD,,,
1917,AMD Z-60,CPU,2012-10-09,40.0,5.0,,,1000.0,Unknown,AMD,,,
1918,AMD Phenom X4 9950 BE (140W),CPU,2008-03-27,65.0,140.0,285.0,450.0,2600.0,Unknown,AMD,,,
1919,AMD Athlon 64 X2 3800+,CPU,2006-05-23,90.0,89.0,220.0,154.0,2000.0,Unknown,AMD,,,
1920,AMD Ryzen Embedded V1756B,CPU,2018-02-21,14.0,45.0,210.0,4950.0,3250.0,GF,AMD,,,
1921,AMD Turion 64 ML-32,CPU,2005-03-10,90.0,35.0,125.0,114.0,1800.0,Unknown,AMD,,,
1922,Intel Xeon E5607,CPU,2011-02-14,32.0,80.0,239.0,1170.0,2266.0,Intel,Intel,,,
1923,AMD Ryzen 7 PRO 4750G,CPU,2020-07-21,7.0,65.0,,,3600.0,TSMC,AMD,,,
1924,Intel Core i3-7100,CPU,2017-01-03,14.0,51.0,,,3900.0,Intel,Intel,,,
1925,Intel Xeon Gold 6348H,CPU,2021-04-06,14.0,165.0,,,2300.0,Intel,Intel,,,
1926,AMD Sempron 180,CPU,2010-09-01,45.0,45.0,117.0,234.0,2400.0,Unknown,AMD,,,
1927,AMD Athlon XP 2200+,CPU,2003-09-01,130.0,63.0,,63.0,1800.0,Unknown,AMD,,,
1928,AMD Opteron 840,CPU,2003-06-30,130.0,85.0,193.0,106.0,1400.0,Unknown,AMD,,,
1929,AMD Athlon II X2 215,CPU,2009-10-20,45.0,65.0,117.0,410.0,2700.0,Unknown,AMD,,,
1930,Intel Core 2 Duo E4500,CPU,2007-07-22,65.0,65.0,111.0,167.0,2200.0,Intel,Intel,,,
1931,AMD EPYC 7401,CPU,2017-06-29,14.0,170.0,213.0,4800.0,2000.0,GF,AMD,,,
1932,AMD Athlon 64 3200+,CPU,2001-01-01,90.0,59.0,84.0,69.0,2200.0,Unknown,AMD,,,
1933,Intel Pentium 4 1.5,CPU,2001-08-27,180.0,58.0,217.0,42.0,1500.0,Intel,Intel,,,
1934,Intel Xeon L5530,CPU,2009-08-09,45.0,60.0,263.0,731.0,2400.0,Intel,Intel,,,
1935,Intel Core 2 Extreme X7900,CPU,2007-08-01,65.0,44.0,143.0,,2800.0,Intel,Intel,,,
1936,AMD Phenom X3 8750,CPU,2008-04-23,65.0,95.0,285.0,450.0,2400.0,Unknown,AMD,,,
1937,Intel Pentium 3550M,CPU,2013-09-01,22.0,37.0,118.0,1400.0,2300.0,Intel,Intel,,,
1938,AMD A4-5050,CPU,2014-02-01,32.0,15.0,246.0,1178.0,1500.0,Unknown,AMD,,,
1939,AMD Athlon 64 X2 5200+ EE,CPU,2006-09-06,90.0,65.0,220.0,154.0,2600.0,Unknown,AMD,,,
1940,AMD Athlon 240GE,CPU,2018-12-21,14.0,35.0,192.0,4800.0,3500.0,Unknown,AMD,,,
1941,Intel Core i5-2320,CPU,2011-09-04,32.0,95.0,216.0,1160.0,3000.0,Intel,Intel,,,
1942,Intel Celeron 2.20,CPU,2002-11-20,130.0,73.0,146.0,55.0,2200.0,Intel,Intel,,,
1943,Intel Core i7-10885H,CPU,2020-04-02,14.0,45.0,,,2400.0,Intel,Intel,,,
1944,AMD Athlon 64 4000+,CPU,2004-10-19,130.0,89.0,193.0,106.0,2400.0,Unknown,AMD,,,
1945,AMD Athlon X2 BE-2350,CPU,2007-10-08,65.0,45.0,126.0,154.0,2100.0,Unknown,AMD,,,
1946,AMD Opteron 150,CPU,2005-08-02,90.0,85.0,,106.0,2400.0,Unknown,AMD,,,
1947,AMD Athlon II X4 620e,CPU,2011-05-03,45.0,45.0,169.0,300.0,2600.0,Unknown,AMD,,,
1948,Intel Atom Z530P,CPU,2009-03-02,45.0,2.0,26.0,47.0,1600.0,Intel,Intel,,,
1949,Intel Pentium G4600,CPU,2017-01-03,14.0,51.0,,,3600.0,Intel,Intel,,,
1950,Intel Pentium G4520,CPU,2015-09-01,14.0,51.0,150.0,1400.0,3600.0,Intel,Intel,,,
1951,Intel Xeon Platinum 8256,CPU,2018-12-11,14.0,105.0,,8000.0,3800.0,Intel,Intel,,,
1952,Intel Xeon Gold 6328H,CPU,2021-04-06,14.0,165.0,,,2800.0,Intel,Intel,,,
1953,AMD Ryzen 7 5800X,CPU,2020-11-05,7.0,105.0,,,3800.0,TSMC,AMD,,,
1954,AMD Athlon 64 2650e,CPU,2009-01-01,65.0,15.0,77.0,122.0,1600.0,Unknown,AMD,,,
1955,AMD Phenom II X3 B77,CPU,2010-05-11,45.0,95.0,258.0,758.0,3200.0,Unknown,AMD,,,
1956,Intel Core i3-2350M,CPU,2011-10-01,32.0,35.0,149.0,624.0,2300.0,Intel,Intel,,,
1957,AMD Opteron 852,CPU,2005-02-14,90.0,92.0,,106.0,2600.0,Unknown,AMD,,,
1958,AMD Sempron 3000+,CPU,2005-10-01,90.0,62.0,84.0,63.0,1800.0,Unknown,AMD,,,
1959,AMD A6-5400K,CPU,2012-10-02,32.0,65.0,246.0,1178.0,3600.0,Unknown,AMD,,,
1960,Intel Mobile Pentium 4 HT 3.20,CPU,2003-09-23,130.0,76.0,131.0,55.0,3200.0,Intel,Intel,,,
1961,AMD Athlon 1000,CPU,2000-06-05,180.0,54.0,120.0,37.0,1000.0,Unknown,AMD,,,
1962,Intel Core i3-4370,CPU,2014-07-21,22.0,54.0,177.0,1400.0,3800.0,Intel,Intel,,,
1963,AMD Sempron 3300+,CPU,2005-04-01,90.0,62.0,84.0,63.0,2000.0,Unknown,AMD,,,
1964,Intel Atom Z600,CPU,2010-05-04,45.0,1.0,65.0,140.0,1200.0,Intel,Intel,,,
1965,AMD Athlon 64 X2 5000+,CPU,2006-12-05,65.0,65.0,126.0,154.0,2600.0,Unknown,AMD,,,
1966,AMD Sempron 3600+,CPU,2006-05-23,90.0,62.0,103.0,81.0,2000.0,Unknown,AMD,,,
1967,Intel Core i5-10200H,CPU,2020-09-17,14.0,45.0,,,2400.0,Intel,Intel,,,
1968,AMD Opteron 154,CPU,2005-08-02,90.0,104.0,,106.0,2800.0,Unknown,AMD,,,
1969,Intel Core i3-1000G1,CPU,2019-08-01,10.0,12.0,,,1100.0,Intel,Intel,,,
1970,Intel Xeon MP 3.33,CPU,2005-03-29,90.0,135.0,,286.0,3333.0,Intel,Intel,,,
1971,AMD Athlon 64 3800+,CPU,2007-02-20,90.0,62.0,230.0,227.0,2400.0,Unknown,AMD,,,
1972,Intel Core i5-11400F,CPU,2021-03-16,14.0,65.0,,,2600.0,Intel,Intel,,,
1973,Intel Xeon E5540,CPU,2009-03-30,45.0,80.0,263.0,731.0,2533.0,Intel,Intel,,,
1974,Intel Xeon 3.4,CPU,2005-02-14,90.0,135.0,169.0,178.0,3400.0,Intel,Intel,,,
1975,Intel Core i7-5500U,CPU,2015-03-01,14.0,15.0,,,2400.0,Intel,Intel,,,
1976,AMD Athlon II X3 460,CPU,2011-05-03,45.0,95.0,169.0,300.0,3400.0,Unknown,AMD,,,
